HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458608.661,2019-05-05.1567711,bk,1.44,16.973,16.283,0.116,1.114,0.118,g
2458608.662,2019-05-05.1579787,bk,1.45,16.942,16.154,0.106,1.253,0.121,g
2458608.663,2019-05-05.1592068,bk,1.44,17.096,16.463,0.123,0.943,0.105,g
2458609.678,2019-05-06.1739456,bG,1.45,16.332,16.332,99.99,0.712,0.213,g
2458609.68,2019-05-06.1752259,bG,1.46,16.281,16.139,0.192,1.272,0.223,g
2458609.681,2019-05-06.1764907,bG,1.43,16.72,16.023,0.115,1.415,0.149,g
2458611.65,2019-05-08.1453990,bG,1.47,14.316,14.316,99.99,4.479,1.365,g
2458611.651,2019-05-08.1466682,bG,1.42,15.042,15.042,99.99,1.281,0.699,g
2458612.636,2019-05-09.1312315,bk,1.42,17.001,16.314,0.116,1.083,0.115,g
2458612.637,2019-05-09.1324532,bk,1.42,16.877,16.623,0.174,0.814,0.129,g
2458612.638,2019-05-09.1336712,bk,1.41,17.031,16.547,0.14,0.874,0.112,g
2458614.441,2019-05-10.9362356,bo,1.5,17.27,16.586,0.117,0.843,0.09,g
2458614.442,2019-05-10.9374619,bo,1.49,17.228,16.34,0.097,1.057,0.093,g
2458614.886,2019-05-11.3815464,bk,1.51,17.015,16.114,0.096,1.301,0.114,g
2458614.887,2019-05-11.3827611,bk,1.45,16.972,16.139,0.102,1.272,0.118,g
2458614.889,2019-05-11.3839840,bk,1.48,17.043,16.126,0.094,1.287,0.111,g
2458615.785,2019-05-12.2799065,bk,2.05,17.071,16.331,0.111,1.065,0.108,g
2458615.786,2019-05-12.2811256,bk,2.04,17.075,16.112,0.09,1.305,0.107,g
2458615.787,2019-05-12.2823445,bk,2.04,17.045,16.412,0.122,0.988,0.11,g
2458616.736,2019-05-13.2313559,bk,1.46,17,16.357,0.121,1.041,0.115,g
2458616.737,2019-05-13.2325738,bk,1.47,16.971,16.272,0.115,1.125,0.118,g
2458616.739,2019-05-13.2337931,bk,1.51,17.135,16.161,0.089,1.246,0.102,g
2458617.698,2019-05-14.1933105,bk,1.44,16.569,16.569,99.99,0.797,0.171,g
2458617.699,2019-05-14.1945256,bk,1.45,16.61,16.61,99.99,0.753,0.165,g
2458617.701,2019-05-14.1957472,bk,1.55,16.549,16.336,0.18,1.06,0.174,g
2458618.679,2019-05-15.1743053,bk,1.46,16.449,16.449,99.99,0.764,0.191,g
2458618.68,2019-05-15.1755222,bk,1.44,16.45,16.01,0.146,1.433,0.191,g
2458618.682,2019-05-15.1767391,bk,1.4,16.37,16.37,99.99,0.897,0.206,g
2458618.901,2019-05-15.3959425,bk,1.48,16.934,16.4,0.134,1,0.122,g
2458618.902,2019-05-15.3971656,bk,1.47,16.984,16.758,0.178,0.719,0.117,g
2458618.903,2019-05-15.3983824,bk,1.45,16.858,16.207,0.12,1.194,0.131,g
2458620.757,2019-05-17.2521208,bk,1.49,16.326,16.326,99.99,0.787,0.214,g
2458620.758,2019-05-17.2533400,bk,1.42,16.191,15.975,0.18,1.479,0.243,g
2458620.759,2019-05-17.2545567,bk,1.52,16.142,16.142,99.99,0.658,0.254,g
2458620.866,2019-05-17.3608822,bk,1.54,16.267,16.267,99.99,0.574,0.226,g
2458620.867,2019-05-17.3621057,bk,1.43,16.263,15.667,0.127,1.964,0.227,g
2458620.868,2019-05-17.3633199,bk,1.51,16.394,16.261,0.194,1.136,0.201,g
2458621.796,2019-05-18.2915155,bk,1.49,15.838,15.838,99.99,0.177,0.336,g
2458621.798,2019-05-18.2927311,bk,1.5,15.794,15.794,99.99,0.192,0.349,g
2458621.799,2019-05-18.2939480,bk,1.43,15.889,15.889,99.99,1.199,0.32,g
2458626.346,2019-05-22.8407664,bo,1.92,16.294,16.037,0.173,1.396,0.221,g
2458626.347,2019-05-22.8419825,bo,1.52,16.371,16.333,0.212,1.063,0.205,g
2458626.348,2019-05-22.8431986,bo,1.53,16.428,16.303,0.196,1.093,0.195,g
2458626.643,2019-05-23.1378702,bG,1.38,16.363,15.998,0.157,1.448,0.207,g
2458626.801,2019-05-23.2960883,bG,1.41,16.478,16.406,0.205,0.994,0.186,g
2458626.803,2019-05-23.2973554,bG,1.47,16.459,16.459,99.99,0.694,0.189,g
2458626.804,2019-05-23.2986324,bG,1.44,16.536,16.159,0.155,1.249,0.177,g
2458627.36,2019-05-23.8548263,bo,1.51,16.684,16.236,0.145,1.164,0.154,g
2458627.361,2019-05-23.8560326,bo,1.49,16.778,16.401,0.155,0.999,0.141,g
2458627.362,2019-05-23.8572519,bo,1.48,16.747,16.005,0.111,1.439,0.145,g
2458627.628,2019-05-24.1232172,bk,1.52,16.399,16.336,0.207,1.061,0.2,g
2458627.63,2019-05-24.1244391,bk,1.49,16.38,16.38,99.99,0.811,0.204,g
2458627.631,2019-05-24.1256591,bk,1.49,16.576,16.484,0.202,0.926,0.17,g
2458627.905,2019-05-24.4001420,bk,1.56,14.34,14.34,99.99,0.04,1.333,g
2458627.907,2019-05-24.4013623,bk,1.44,15.36,15.36,99.99,0.57,0.521,g
2458627.908,2019-05-24.4025884,bk,1.5,15.861,15.861,99.99,0.936,0.328,g
2458627.916,2019-05-24.4105513,bG,1.48,99.99,99.99,99.99,99.99,99.99,g
2458627.917,2019-05-24.4118290,bG,1.42,13.939,13.939,99.99,-4.684,1.93,g
2458627.918,2019-05-24.4131020,bG,1.51,99.99,99.99,99.99,99.99,99.99,g
2458628.343,2019-05-24.8378223,bo,1.46,17.013,16.224,0.106,1.176,0.114,g
2458628.344,2019-05-24.8390440,bo,1.42,17.11,16.183,0.093,1.221,0.104,g
2458628.346,2019-05-24.8402539,bo,1.45,16.99,16.317,0.118,1.08,0.116,g
2458629.353,2019-05-25.8472236,bo,1.48,17.039,16.297,0.111,1.099,0.111,g
2458629.354,2019-05-25.8484321,bo,1.49,17.067,16.427,0.121,0.976,0.108,g
2458629.355,2019-05-25.8496854,bo,1.49,17.13,16.44,0.116,0.964,0.102,g
2458629.475,2019-05-25.9694953,bo,1.5,16.698,16.113,0.128,1.303,0.152,g
2458629.476,2019-05-25.9707156,bo,1.46,16.889,16.513,0.155,0.901,0.127,g
2458629.477,2019-05-25.9719210,bo,1.45,16.732,16.098,0.122,1.32,0.147,g
2458631.624,2019-05-28.1190659,bk,1.95,16.912,16.124,0.106,1.289,0.125,g
2458631.626,2019-05-28.1202828,bk,1.95,17.031,16.343,0.116,1.054,0.112,g
2458631.627,2019-05-28.1215068,bk,1.96,16.958,16.191,0.108,1.213,0.12,g
2458633.372,2019-05-29.8667870,bo,1.54,17.134,16.205,0.093,1.196,0.102,g
2458633.374,2019-05-29.8684084,bo,1.51,17.16,16.355,0.104,1.043,0.099,g
2458633.375,2019-05-29.8698078,bo,1.52,17.318,16.284,0.084,1.113,0.086,g
2458635.863,2019-06-01.3576898,bk,1.4,16.989,16.351,0.122,1.047,0.116,g
2458635.864,2019-06-01.3589100,bk,1.47,17.172,16.443,0.112,0.961,0.098,g
2458635.866,2019-06-01.3601256,bk,1.46,17.049,16.234,0.104,1.165,0.11,g
2458636.387,2019-06-01.8814929,bo,1.43,99.99,99.99,99.99,99.99,99.99,g
2458636.388,2019-06-01.8827098,bo,1.46,17.145,16.443,0.115,0.961,0.101,g
2458636.389,2019-06-01.8839282,bo,1.49,17.107,16.309,0.105,1.087,0.104,g
2458636.662,2019-06-02.1560734,bG,1.55,16.99,16.221,0.108,1.179,0.116,g
2458636.663,2019-06-02.1573412,bG,1.51,16.946,16.439,0.137,0.965,0.121,g
2458636.664,2019-06-02.1586182,bG,1.56,16.95,16.224,0.112,1.175,0.121,g
2458637.31,2019-06-02.8044706,bo,2,99.99,99.99,99.99,99.99,99.99,g
2458637.311,2019-06-02.8056827,bo,2.05,17.21,16.222,0.088,1.179,0.095,g
2458637.312,2019-06-02.8069032,bo,2.04,17.09,16.024,0.082,1.413,0.106,g
2458637.488,2019-06-02.9825512,bo,2.01,17.158,16.245,0.095,1.154,0.1,g
2458637.489,2019-06-02.9837673,bo,1.97,17.102,16.292,0.104,1.104,0.105,g
2458637.491,2019-06-02.9849806,bo,2.02,17.242,16.113,0.077,1.302,0.092,g
2458637.758,2019-06-03.2523777,bG,1.43,17.094,16.283,0.104,1.113,0.106,g
2458637.759,2019-06-03.2536537,bG,1.44,17.146,16.386,0.109,1.013,0.101,g
2458637.761,2019-06-03.2549274,bG,1.35,17.084,16.644,0.146,0.799,0.106,g
2458638.323,2019-06-03.8173253,bo,1.42,15.155,15.155,99.99,0.805,0.63,g
2458638.324,2019-06-03.8186017,bo,1.46,15.429,15.429,99.99,1.005,0.489,g
2458638.326,2019-06-03.8199677,bo,1.48,16.356,16.224,0.194,1.176,0.208,g
2458638.45,2019-06-03.9442237,bo,1.48,17.205,16.209,0.087,1.193,0.095,g
2458638.451,2019-06-03.9455767,bo,1.56,17.07,16.298,0.108,1.098,0.108,g
2458638.453,2019-06-03.9470746,bo,2.16,17.058,15.946,0.079,1.52,0.109,g
2458638.739,2019-06-04.2328859,bG,1.65,99.99,99.99,99.99,99.99,99.99,g
2458638.74,2019-06-04.2341606,bG,1.67,99.99,99.99,99.99,99.99,99.99,g
2458638.741,2019-06-04.2354325,bG,1.43,14.96,14.96,99.99,0.522,0.753,g
2458639.565,2019-06-05.0591724,bG,1.41,16.075,16.075,99.99,0.857,0.27,g
2458639.566,2019-06-05.0604387,bG,1.4,15.513,15.513,99.99,2.114,0.453,g
2458639.567,2019-06-05.0617108,bG,1.42,15.626,15.626,99.99,1.995,0.408,g
2458639.889,2019-06-05.3833364,bk,1.45,15.175,15.175,99.99,1.87,0.618,g
2458639.89,2019-06-05.3845545,bk,1.42,14.993,14.993,99.99,1.616,0.731,g
2458639.891,2019-06-05.3857687,bk,1.42,15.843,15.843,99.99,1.039,0.334,g
2458641.318,2019-06-06.8121070,bo,1.4,99.99,99.99,99.99,99.99,99.99,g
2458641.319,2019-06-06.8133122,bo,1.47,99.99,99.99,99.99,99.99,99.99,g
2458641.32,2019-06-06.8145315,bo,1.48,99.99,99.99,99.99,99.99,99.99,g
2458641.485,2019-06-06.9795655,bo,1.52,99.99,99.99,99.99,99.99,99.99,g
2458641.486,2019-06-06.9807815,bo,2.06,17.297,16.047,0.069,1.384,0.088,g
2458641.488,2019-06-06.9820385,bo,1.56,17.252,16.256,0.087,1.142,0.091,g
2458641.735,2019-06-07.2289958,bk,1.49,17.231,16.279,0.091,1.118,0.093,g
2458641.736,2019-06-07.2302128,bk,1.5,17.012,16.228,0.106,1.172,0.114,g
2458641.737,2019-06-07.2314307,bk,1.52,17.025,16.392,0.122,1.007,0.112,g
2458641.91,2019-06-07.4046871,bk,1.41,16.954,16.177,0.107,1.229,0.12,g
2458641.912,2019-06-07.4059024,bk,1.43,16.933,16.103,0.102,1.314,0.122,g
2458641.913,2019-06-07.4071236,bk,1.57,16.877,16.119,0.109,1.296,0.129,g
2458642.404,2019-06-07.8985640,bo,1.43,99.99,99.99,99.99,99.99,99.99,g
2458642.405,2019-06-07.8997916,bo,1.44,17.406,16.411,0.088,0.99,0.079,g
2458642.407,2019-06-07.9010121,bo,1.39,17.254,16.406,0.1,0.994,0.091,g
2458642.673,2019-06-08.1675767,bG,1.43,16.948,16.263,0.117,1.134,0.121,g
2458642.675,2019-06-08.1688392,bG,1.45,17.097,16.491,0.126,0.919,0.105,g
2458642.676,2019-06-08.1701061,bG,1.46,17.1,16.366,0.112,1.032,0.105,g
2458642.832,2019-06-08.3265711,bk,1.47,17.054,16.375,0.117,1.023,0.11,g
2458642.833,2019-06-08.3277939,bk,1.43,17.115,16.172,0.092,1.233,0.104,g
2458642.835,2019-06-08.3290174,bk,1.46,17.206,16.185,0.086,1.219,0.095,g
2458643.3,2019-06-08.7937956,bo,1.55,16.935,16.344,0.127,1.053,0.122,g
2458643.301,2019-06-08.7950125,bo,1.47,16.945,16.437,0.137,0.967,0.121,g
2458643.302,2019-06-08.7962527,bo,1.44,16.992,16.404,0.127,0.997,0.116,g
2458644.55,2019-06-10.0439454,bG,1.48,16.589,16.137,0.145,1.274,0.168,g
2458644.551,2019-06-10.0452290,bG,1.36,16.672,16.548,0.196,0.872,0.156,g
2458644.552,2019-06-10.0465218,bG,1.43,16.59,16.446,0.192,0.959,0.168,g
2458645.288,2019-06-10.7818841,bo,1.51,16.727,16.309,0.149,1.087,0.148,g
2458645.289,2019-06-10.7830918,bo,1.5,16.688,16.535,0.19,0.883,0.153,g
2458645.29,2019-06-10.7843125,bo,1.41,16.662,16.244,0.149,1.155,0.157,g
2458645.455,2019-06-10.9492322,bo,1.96,17.074,16.272,0.105,1.125,0.108,g
2458645.456,2019-06-10.9504495,bo,1.62,17.059,16.38,0.117,1.019,0.109,g
2458645.457,2019-06-10.9516687,bo,1.95,17.078,16.342,0.111,1.055,0.107,g
2458645.55,2019-06-11.0439241,bG,1.46,16.41,16.41,99.99,0.971,0.198,g
2458645.551,2019-06-11.0451913,bG,1.46,16.568,16.407,0.189,0.993,0.171,g
2458645.552,2019-06-11.0464557,bG,1.38,16.462,16.462,99.99,0.747,0.189,g
2458645.754,2019-06-11.2486291,bk,1.41,17.176,16.163,0.086,1.244,0.098,g
2458645.756,2019-06-11.2498468,bk,1.56,17.045,16.105,0.092,1.313,0.11,g
2458645.757,2019-06-11.2510650,bk,1.42,17.17,16.275,0.096,1.123,0.098,g
2458646.553,2019-06-12.0474853,bG,1.55,16.395,16.179,0.18,1.226,0.201,g
2458646.555,2019-06-12.0487523,bG,1.47,16.339,16.339,99.99,1.022,0.212,g
2458646.556,2019-06-12.0500127,bG,1.51,16.352,16.229,0.196,1.171,0.209,g
2458647.635,2019-06-13.1293620,bk,1.42,16.585,15.946,0.122,1.521,0.169,g
2458647.636,2019-06-13.1305886,bk,1.41,16.587,16.118,0.143,1.296,0.168,g
2458647.638,2019-06-13.1318019,bk,1.45,16.633,16.416,0.18,0.985,0.161,g
2458647.788,2019-06-13.2820790,bG,1.49,16.655,16.404,0.174,0.996,0.158,g
2458647.789,2019-06-13.2833531,bG,1.45,16.577,16.474,0.199,0.934,0.17,g
2458647.79,2019-06-13.2846228,bG,1.45,16.519,16.183,0.161,1.221,0.179,g
2458649.462,2019-06-14.9562219,bo,1.47,16.425,16.425,99.99,0.57,0.195,g
2458649.465,2019-06-14.9587260,bo,1.48,16.333,16.333,99.99,1.025,0.213,g
2458658.266,2019-06-23.7601100,bo,1.5,17.19,16.393,0.105,1.006,0.097,g
2458658.267,2019-06-23.7613118,bo,1.48,17.1,16.287,0.103,1.11,0.105,g
2458658.268,2019-06-23.7625171,bo,1.52,17.214,16.29,0.093,1.107,0.095,g
2458659.849,2019-06-25.3435950,bk,1.46,16.607,16.157,0.145,1.25,0.165,g
2458659.851,2019-06-25.3448119,bk,1.57,16.669,16.372,0.167,1.026,0.156,g
2458659.852,2019-06-25.3460313,bk,1.45,16.709,16.498,0.181,0.913,0.15,g
2458660.662,2019-06-26.1565826,bk,2.32,16.893,15.861,0.085,1.642,0.127,g
2458660.664,2019-06-26.1578008,bk,2.27,16.992,16.157,0.102,1.25,0.116,g
2458660.665,2019-06-26.1590178,bk,2.29,16.912,15.862,0.083,1.641,0.125,g
2458660.816,2019-06-26.3099480,bG,1.44,16.872,16.328,0.133,1.069,0.13,g
2458660.817,2019-06-26.3112224,bG,1.44,16.716,16.512,0.182,0.902,0.15,g
2458660.818,2019-06-26.3124871,bG,1.43,16.849,16.178,0.118,1.227,0.132,g
2458661.5,2019-06-26.9941369,bo,1.43,17.37,16.346,0.085,1.052,0.082,g
2458661.501,2019-06-26.9953469,bo,1.45,17.244,16.165,0.081,1.241,0.092,g
2458661.502,2019-06-26.9965509,bo,1.43,17.293,16.082,0.072,1.34,0.088,g
2458661.673,2019-06-27.1669221,bk,1.5,14.149,14.149,99.99,0.836,1.591,g
2458661.674,2019-06-27.1681377,bk,1.48,15.296,15.296,99.99,0.607,0.553,g
2458661.675,2019-06-27.1693601,bk,1.43,15.361,15.361,99.99,2.056,0.521,g
2458667.606,2019-07-03.1005350,bk,1.61,17.038,16.343,0.116,1.054,0.111,g
2458667.607,2019-07-03.1017552,bk,1.57,16.973,16.28,0.116,1.117,0.118,g
2458667.609,2019-07-03.1029716,bk,1.53,17.065,16.446,0.124,0.959,0.108,g
2458668.58,2019-07-04.0741324,bk,1.47,17.186,16.48,0.114,0.93,0.097,g
2458668.581,2019-07-04.0753576,bk,1.46,16.974,16.07,0.095,1.355,0.118,g
2458668.582,2019-07-04.0765755,bk,1.41,17.027,16.244,0.106,1.155,0.112,g
2458669.61,2019-07-05.1042151,bk,1.45,17.172,16.133,0.084,1.279,0.098,g
2458669.611,2019-07-05.1054247,bk,1.5,17.132,16.196,0.093,1.207,0.102,g
2458669.612,2019-07-05.1066449,bk,1.49,17.074,16.189,0.097,1.214,0.108,g
2458670.623,2019-07-06.1171015,bk,1.44,17.261,16.415,0.101,0.987,0.091,g
2458670.624,2019-07-06.1183171,bk,1.49,17.026,16.187,0.101,1.216,0.112,g
2458670.625,2019-07-06.1195349,bk,1.42,17.187,16.58,0.125,0.848,0.097,g
2458670.753,2019-07-06.2474552,bk,1.45,17.101,16.545,0.131,0.876,0.105,g
2458670.754,2019-07-06.2486707,bk,1.51,17.088,16.221,0.099,1.179,0.106,g
2458670.755,2019-07-06.2499017,bk,1.5,17.093,16.496,0.126,0.916,0.106,g
2458671.471,2019-07-06.9654613,bk,1.45,14.554,14.554,99.99,0.249,1.095,g
2458671.472,2019-07-06.9666814,bk,1.47,14.582,14.582,99.99,0.733,1.067,g
2458671.473,2019-07-06.9678984,bk,1.43,13.91,13.91,99.99,-1.705,1.982,g
2458671.765,2019-07-07.2590056,bk,1.52,13.968,13.968,99.99,-0.016,1.879,g
2458671.766,2019-07-07.2602282,bk,1.52,14.035,14.035,99.99,-0.103,1.766,g
2458671.767,2019-07-07.2614452,bk,1.49,14.751,14.751,99.99,0.417,0.914,g
2458672.811,2019-07-08.3055480,bG,1.45,15.379,15.379,99.99,2.079,0.512,g
2458672.812,2019-07-08.3068214,bG,1.49,15.155,15.155,99.99,0.354,0.629,g
2458672.814,2019-07-08.3082189,bG,1.53,13.987,13.987,99.99,-0.43,1.846,g
2458673.237,2019-07-08.7312615,bo,1.45,16.98,16.311,0.118,1.086,0.117,g
2458673.239,2019-07-08.7336789,bo,1.41,16.776,16.227,0.132,1.173,0.142,g
2458673.821,2019-07-09.3157128,bG,1.53,99.99,99.99,99.99,99.99,99.99,g
2458673.822,2019-07-09.3169846,bG,1.46,99.99,99.99,99.99,99.99,99.99,g
2458673.824,2019-07-09.3182489,bG,1.57,99.99,99.99,99.99,99.99,99.99,g
2458674.534,2019-07-10.0282167,bk,1.56,16.877,16.496,0.154,0.915,0.129,g
2458674.535,2019-07-10.0294322,bk,1.42,16.681,16.093,0.128,1.326,0.154,g
2458674.536,2019-07-10.0306490,bk,1.47,16.664,16.111,0.132,1.304,0.157,g
2458674.823,2019-07-10.3173952,bG,1.44,16.825,16.237,0.127,1.163,0.135,g
2458674.824,2019-07-10.3186715,bG,1.39,16.97,16.543,0.148,0.876,0.118,g
2458674.825,2019-07-10.3199466,bG,1.47,16.894,16.094,0.105,1.326,0.127,g
2458675.615,2019-07-11.1091265,bk,1.44,16.607,16.331,0.17,1.065,0.165,g
2458675.616,2019-07-11.1103387,bk,1.43,16.472,15.967,0.138,1.49,0.187,g
2458675.617,2019-07-11.1115565,bk,1.45,16.543,16.297,0.175,1.099,0.175,g
2458676.495,2019-07-11.9891682,bk,2.01,16.197,16.197,99.99,0.961,0.241,g
2458676.496,2019-07-11.9903824,bk,2.02,16.234,16.13,0.199,1.283,0.233,g
2458676.497,2019-07-11.9916008,bk,2.03,16.432,16.223,0.181,1.178,0.194,g
2458676.81,2019-07-12.3045496,bG,1.47,16.728,16.728,99.99,0.612,0.148,g
2458676.811,2019-07-12.3058129,bG,1.56,16.542,16.45,0.202,0.955,0.175,g
2458676.812,2019-07-12.3070777,bG,1.44,16.718,16.453,0.172,0.952,0.149,g
2458677.431,2019-07-12.9257865,bo,1.49,16.308,16.247,0.207,1.15,0.218,g
2458677.432,2019-07-12.9270011,bo,1.51,16.533,16.283,0.174,1.114,0.177,g
2458677.434,2019-07-12.9282076,bo,1.5,16.385,16.321,0.207,1.075,0.203,g
2458682.774,2019-07-18.2684410,bG,1.58,15.77,15.77,99.99,0.199,0.357,g
2458682.775,2019-07-18.2697093,bG,1.41,15.855,15.828,0.214,1.695,0.33,g
2458682.776,2019-07-18.2709734,bG,1.44,15.915,15.915,99.99,1.471,0.313,g
2458683.743,2019-07-19.2375859,bk,1.43,16.203,15.974,0.178,1.479,0.24,g
2458683.744,2019-07-19.2388005,bk,1.42,16.24,16.24,99.99,0.987,0.232,g
2458683.745,2019-07-19.2400140,bk,1.44,16.181,16.181,99.99,0.85,0.245,g
2458684.591,2019-07-20.0858603,bk,1.53,16.636,16.636,99.99,0.783,0.161,g
2458684.592,2019-07-20.0870758,bk,1.47,16.478,16.478,99.99,0.879,0.186,g
2458684.593,2019-07-20.0882927,bk,1.53,16.674,15.988,0.117,1.461,0.155,g
2458684.674,2019-07-20.1693678,bk,1.48,16.563,16.188,0.155,1.216,0.172,g
2458684.676,2019-07-20.1705820,bk,1.44,16.358,16.278,0.204,1.118,0.208,g
2458684.677,2019-07-20.1717989,bk,1.49,16.313,14.282,0.034,7.036,0.217,g
2458685.694,2019-07-21.1890555,bk,1.45,13.887,12.045,0.041,55.21,2.099,g
2458685.695,2019-07-21.1902769,bk,1.38,13.719,13.719,99.99,-1.336,2.363,g
2458685.696,2019-07-21.1914938,bk,1.49,13.89,13.89,99.99,2.09,2.019,g
2458688.608,2019-07-24.1031083,bG,1.47,16.898,16.243,0.12,1.155,0.126,g
2458688.609,2019-07-24.1043871,bG,1.51,16.882,16.434,0.145,0.969,0.128,g
2458688.61,2019-07-24.1056619,bG,1.5,16.965,16.399,0.13,1.001,0.119,g
2458689.607,2019-07-25.1021623,bk,1.48,17.066,16.163,0.095,1.244,0.108,g
2458689.608,2019-07-25.1033824,bk,1.52,17.105,16.426,0.117,0.976,0.104,g
2458689.609,2019-07-25.1046004,bk,1.44,17,16.389,0.125,1.011,0.115,g
2458689.611,2019-07-25.1058185,bk,1.44,17.083,15.977,0.079,1.476,0.107,g
2458689.777,2019-07-25.2725461,bG,1.44,16.603,16.268,0.161,1.13,0.166,g
2458689.779,2019-07-25.2738061,bG,1.46,16.718,16.362,0.158,1.035,0.149,g
2458689.78,2019-07-25.2750841,bG,1.4,16.683,16.49,0.184,0.92,0.154,g
2458690.657,2019-07-26.1521917,bk,1.44,17.106,16.397,0.114,1.003,0.104,g
2458690.658,2019-07-26.1534098,bk,1.44,17.056,16.296,0.109,1.1,0.109,g
2458690.659,2019-07-26.1546358,bk,1.45,17.094,15.688,0.06,1.928,0.106,g
2458691.563,2019-07-27.0584046,bk,1.42,17.027,15.913,0.078,1.567,0.112,g
2458691.564,2019-07-27.0596282,bk,1.43,17.213,16.354,0.099,1.043,0.095,g
2458691.566,2019-07-27.0608472,bk,1.46,17.078,16.346,0.112,1.051,0.107,g
2458691.755,2019-07-27.2505696,bk,1.99,17.005,15.596,0.06,2.099,0.115,g
2458691.756,2019-07-27.2517925,bk,2,16.943,15.988,0.091,1.461,0.121,g
2458691.758,2019-07-27.2530082,bk,2.01,16.992,16.164,0.102,1.243,0.116,g
2458692.737,2019-07-28.2322415,bG,1.4,17.032,16.203,0.102,1.199,0.112,g
2458692.738,2019-07-28.2335094,bG,1.45,16.941,16.358,0.128,1.039,0.122,g
2458692.739,2019-07-28.2347730,bG,1.5,17.131,16.669,0.143,0.78,0.102,g
2458693.647,2019-07-29.1423003,bG,1.49,16.975,16.106,0.098,1.312,0.118,g
2458693.648,2019-07-29.1435755,bG,1.5,17.06,16.407,0.12,0.994,0.109,g
2458693.649,2019-07-29.1448474,bG,1.5,17.009,16.152,0.1,1.257,0.114,g
2458695.762,2019-07-31.2578104,bG,1.43,16.859,16.202,0.12,1.201,0.131,g
2458695.763,2019-07-31.2590809,bG,1.44,16.842,16.366,0.141,1.032,0.133,g
2458695.765,2019-07-31.2603437,bG,1.47,16.935,16.21,0.112,1.192,0.122,g
2458696.666,2019-08-01.1621238,bk,1.51,13.957,13.957,99.99,-1.985,1.897,g
2458696.668,2019-08-01.1633405,bk,1.43,14.395,14.283,0.197,7.031,1.27,g
2458696.669,2019-08-01.1645583,bk,1.42,15.019,15.019,99.99,2.106,0.714,g
2458697.734,2019-08-02.2300322,bk,1.46,17.092,16.212,0.097,1.19,0.106,g
2458698.407,2019-08-02.9030028,bo,1.48,99.99,99.99,99.99,99.99,99.99,g
2458698.408,2019-08-02.9042196,bo,1.43,99.99,99.99,99.99,99.99,99.99,g
2458698.41,2019-08-02.9054285,bo,1.48,99.99,99.99,99.99,99.99,99.99,g
2458698.755,2019-08-03.2504334,bG,1.46,16.846,16.401,0.146,0.999,0.133,g
2458698.756,2019-08-03.2517097,bG,1.5,16.835,16.147,0.116,1.262,0.134,g
2458698.757,2019-08-03.2529731,bG,1.43,16.982,16.203,0.107,1.199,0.117,g
2458699.334,2019-08-03.8299418,bo,1.48,17.368,16.561,0.104,0.862,0.082,g
2458699.335,2019-08-03.8311625,bo,1.42,17.339,16.448,0.096,0.957,0.084,g
2458699.337,2019-08-03.8323738,bo,1.44,17.328,16.432,0.096,0.971,0.085,g
2458699.734,2019-08-04.2295473,bG,1.48,16.878,16.436,0.146,0.967,0.129,g
2458699.735,2019-08-04.2308200,bG,1.48,16.901,16.148,0.11,1.26,0.126,g
2458699.736,2019-08-04.2320859,bG,1.52,17.04,16.337,0.115,1.06,0.111,g
2458700.324,2019-08-04.8200429,bo,1.46,17.284,16.374,0.095,1.024,0.089,g
2458700.325,2019-08-04.8212501,bo,1.45,17.351,16.303,0.083,1.094,0.083,g
2458700.327,2019-08-04.8224587,bo,1.41,17.356,16.409,0.092,0.992,0.083,g
2458700.752,2019-08-05.2475208,bG,1.49,16.986,16.11,0.098,1.306,0.117,g
2458700.753,2019-08-05.2487910,bG,1.46,16.795,16.351,0.146,1.046,0.139,g
2458700.754,2019-08-05.2500609,bG,1.49,16.821,16.257,0.13,1.141,0.136,g
2458701.747,2019-08-06.2425710,bG,1.51,16.849,16.214,0.122,1.187,0.132,g
2458701.748,2019-08-06.2438502,bG,1.52,16.81,16.141,0.118,1.27,0.137,g
2458701.749,2019-08-06.2451336,bG,1.55,16.882,16.028,0.1,1.408,0.128,g
2458702.263,2019-08-06.7587623,bo,1.49,17.063,16.395,0.119,1.005,0.109,g
2458702.264,2019-08-06.7599793,bo,1.44,17.125,16.38,0.11,1.019,0.103,g
2458702.265,2019-08-06.7611890,bo,1.43,16.893,16.189,0.115,1.214,0.127,g
2458702.745,2019-08-07.2409967,bG,1.43,16.949,16.289,0.119,1.107,0.121,g
2458702.746,2019-08-07.2422728,bG,1.47,16.851,16.237,0.124,1.162,0.132,g
2458702.747,2019-08-07.2435473,bG,1.42,16.94,16.387,0.132,1.012,0.122,g
2458703.584,2019-08-08.0797153,bk,1.52,14.99,14.99,99.99,1.69,0.733,g
2458703.585,2019-08-08.0809332,bk,1.56,13.878,12.655,0.072,31.478,2.084,g
2458703.586,2019-08-08.08215,bk,1.48,14.145,14.145,99.99,0.591,1.596,g
2458703.73,2019-08-08.2260600,bG,1.39,16.738,16.27,0.143,1.127,0.147,g
2458703.731,2019-08-08.2273359,bG,1.5,16.753,16.146,0.125,1.264,0.145,g
2458703.732,2019-08-08.2286006,bG,1.48,16.943,16.144,0.105,1.266,0.121,g
2458704.738,2019-08-09.2339625,bG,1.48,16.336,16.014,0.163,1.427,0.212,g
